,daily,weekly,holiday,Cloudy,Foggy,Showers,Sunny,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total_litter
2021/5/14,1,0,0,0,0,0,1,0.047356322,0.042440318,0.052166225,0.039787798,0.055702918,0.01061008,0.040229885,0.042440318,0.038019452,0.026330681,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,43
2021/5/15,1,0,1,1,0,0,0,0.044986737,0.042440318,0.050397878,0.039787798,0.055702918,0.008841733,0.040804598,0.044208665,0.038019452,0.026304156,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,165
2021/5/16,1,1,0,0,0,1,0,0.046808134,0.042440318,0.052166225,0.039787798,0.055702918,0.014146773,0.041573828,0.044208665,0.038019452,0.026118479,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,48
2021/5/18,1,0,0,0,0,0,1,0.046728559,0.039787798,0.052166225,0.039787798,0.055702918,0.014146773,0.040380195,0.044208665,0.038019452,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,126
2021/5/20,1,0,0,0,0,0,1,0.046931919,0.038019452,0.053934571,0.040671972,0.056587091,0.017683466,0.039858532,0.044208665,0.036251105,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,69
2021/5/30,1,1,0,0,0,0,1,0.051078691,0.042440318,0.060123784,0.042440318,0.058355438,0.012378426,0.043457118,0.047745358,0.039787798,0.026878868,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,159
2021/5/31,1,0,0,0,0,0,1,0.054730327,0.044208665,0.063660477,0.042440318,0.058355438,0.011494253,0.044447392,0.047745358,0.039787798,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,350
2021/6/1,1,0,0,0,0,0,1,0.058028294,0.045977011,0.068081344,0.042440318,0.058355438,0.012378426,0.040636605,0.044208665,0.038019452,0.026622458,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,151
2021/6/2,1,0,0,0,0,0,1,0.061096375,0.048629531,0.069849691,0.042440318,0.058355438,0.011494253,0.047895668,0.050397878,0.040671972,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,255
2021/6/3,1,0,0,0,0,0,1,0.059699381,0.053934571,0.064544651,0.042440318,0.058355438,0.013262599,0.052404951,0.056587091,0.048629531,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,172
2021/6/4,1,0,0,0,0,0,1,0.059239611,0.048629531,0.068081344,0.042440318,0.058355438,0.008841733,0.050583554,0.058355438,0.047745358,0.026666667,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,124
2021/6/5,1,0,1,1,0,0,0,0.051653404,0.048629531,0.053934571,0.043324492,0.059239611,0.012378426,0.049752431,0.052166225,0.047745358,0.026719717,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,165
2021/6/6,1,1,0,0,0,0,1,0.054412025,0.048629531,0.061892131,0.043324492,0.059239611,0.01061008,0.044465075,0.047745358,0.038019452,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,147
2021/6/7,1,0,0,0,0,0,1,0.055349248,0.044208665,0.063660477,0.043324492,0.059239611,0.01061008,0.044650752,0.048629531,0.042440318,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,295
2021/6/8,1,0,0,0,0,0,1,0.058249337,0.047745358,0.066312997,0.043324492,0.059239611,0.01061008,0.047064545,0.050397878,0.042440318,0.026746242,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,290
2021/6/9,1,0,0,0,0,0,1,0.058028294,0.048629531,0.064544651,0.043324492,0.059239611,0.013262599,0.047639257,0.052166225,0.039787798,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,127
2021/6/10,1,0,0,0,0,0,1,0.057506631,0.047745358,0.068081344,0.043324492,0.059239611,0.011494253,0.050088417,0.053934571,0.045977011,0.026666667,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,166
2021/6/11,1,0,0,0,1,0,0,0.056498674,0.048629531,0.064544651,0.043324492,0.059239611,0.015030946,0.05250221,0.055702918,0.048629531,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,103
2021/6/12,1,0,1,0,0,0,1,0.054358974,0.045977011,0.058355438,0.043324492,0.060123784,0.015030946,0.046861185,0.052166225,0.040671972,0.026799293,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,215
2021/6/13,1,1,0,0,0,0,1,0.054801061,0.042440318,0.064544651,0.044208665,0.060123784,0.006189213,0.044358974,0.047745358,0.040671972,0.026852343,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,225
2021/6/14,1,0,0,0,0,0,1,0.058983201,0.047745358,0.068081344,0.044208665,0.060123784,0.014146773,0.047745358,0.052166225,0.044208665,0.026746242,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,164
2021/6/15,1,0,0,0,0,0,1,0.057453581,0.050397878,0.063660477,0.044208665,0.060123784,0.00795756,0.047374005,0.050397878,0.044208665,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,194
2021/6/16,1,0,0,0,0,0,1,0.062095491,0.047745358,0.07250221,0.044208665,0.060123784,0.011494253,0.049885057,0.053934571,0.045977011,0.026622458,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,56
2021/6/17,1,0,0,0,0,0,1,0.065057471,0.056587091,0.074270557,0.044208665,0.060123784,0.017683466,0.055835544,0.058355438,0.053934571,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,40
2021/6/19,1,0,1,1,0,0,0,0.056534041,0.053934571,0.060123784,0.044208665,0.060123784,0.015915119,0.052148541,0.058355438,0.048629531,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,156
2021/6/20,1,1,0,0,0,0,1,0.056861185,0.052166225,0.063660477,0.044208665,0.060123784,0.014146773,0.052060124,0.055702918,0.050397878,0.026357206,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,122
2021/6/22,1,0,0,1,0,0,0,0.051635721,0.048629531,0.055702918,0.045092838,0.061007958,0.014146773,0.042555261,0.045977011,0.039787798,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,28
2021/6/23,1,0,0,1,0,0,0,0.051432361,0.047745358,0.056587091,0.045092838,0.061007958,0.01061008,0.04193634,0.044208665,0.039787798,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,98
2021/6/24,1,0,0,0,0,0,1,0.051927498,0.044208665,0.058355438,0.045092838,0.061007958,0.011494253,0.043881521,0.047745358,0.040671972,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,262
2021/6/25,1,0,0,1,0,0,0,0.052369584,0.044208665,0.058355438,0.045092838,0.061007958,0.012378426,0.048222812,0.052166225,0.040671972,0.026622458,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,91
2021/6/26,1,0,1,0,0,0,1,0.058691424,0.052166225,0.066312997,0.045092838,0.061007958,0.01061008,0.053527851,0.055702918,0.052166225,0.026622458,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,160
2021/6/27,1,1,0,0,0,0,1,0.060477454,0.055702918,0.068081344,0.045092838,0.061007958,0.017683466,0.054986737,0.056587091,0.050397878,0.026595933,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,134
2021/6/28,1,0,0,0,0,0,1,0.060309461,0.055702918,0.064544651,0.045092838,0.061007958,0.00795756,0.056215738,0.058355438,0.053934571,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,104
2021/6/30,1,0,0,0,0,1,0,0.050344828,0.047745358,0.053934571,0.045977011,0.061892131,0.01061008,0.048390805,0.050397878,0.047745358,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,101
2021/7/1,1,0,0,1,0,0,0,0.052696729,0.048629531,0.055702918,0.045977011,0.061892131,0.014146773,0.048381963,0.048629531,0.047745358,0.026542882,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,94
2021/7/2,1,0,0,0,0,0,1,0.055393457,0.050397878,0.061892131,0.045977011,0.061892131,0.008841733,0.050327144,0.052166225,0.048629531,0.026569408,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,55
2021/7/3,1,0,1,0,0,0,1,0.057365164,0.047745358,0.066312997,0.045977011,0.061892131,0.01061008,0.052077807,0.055702918,0.047745358,0.026569408,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,183
2021/7/4,1,1,0,0,0,0,1,0.057435897,0.052166225,0.063660477,0.045977011,0.061892131,0.011494253,0.052979664,0.055702918,0.050397878,0.026436782,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,59
2021/7/5,1,0,0,0,0,0,1,0.055296198,0.050397878,0.060123784,0.045977011,0.061892131,0.012378426,0.050247569,0.052166225,0.048629531,0.026330681,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,17
2021/7/7,1,0,0,0,0,0,1,0.056127321,0.050397878,0.061892131,0.045977011,0.061892131,0.015030946,0.047860301,0.052166225,0.044208665,0.026595933,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,83
2021/7/8,1,0,0,0,0,0,1,0.056074271,0.047745358,0.063660477,0.045977011,0.061892131,0.012378426,0.049345712,0.052166225,0.045977011,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,127
2021/7/9,1,0,0,0,0,0,1,0.055022104,0.045977011,0.061892131,0.045977011,0.061892131,0.011494253,0.049973475,0.053934571,0.045977011,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,135
2021/7/12,1,0,0,0,0,0,1,0.058523431,0.050397878,0.066312997,0.046861185,0.062776304,0.011494253,0.053492485,0.056587091,0.048629531,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,153
2021/7/14,1,0,0,1,0,0,0,0.056923077,0.055702918,0.060123784,0.046861185,0.062776304,0.017683466,0.054854111,0.055702918,0.053934571,0.026436782,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,56
2021/7/15,1,0,0,1,0,0,0,0.057506631,0.055702918,0.061892131,0.046861185,0.062776304,0.017683466,0.053200707,0.055702918,0.050397878,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,30
2021/7/16,1,0,0,1,0,0,0,0.057506631,0.053934571,0.063660477,0.046861185,0.062776304,0.014146773,0.049186561,0.052166225,0.045977011,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,45
2021/7/17,1,0,1,0,0,0,1,0.059752431,0.048629531,0.068081344,0.046861185,0.062776304,0.012378426,0.050972591,0.053934571,0.047745358,0.026825818,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,122
2021/7/18,1,1,0,0,0,0,1,0.059920424,0.050397878,0.069849691,0.046861185,0.062776304,0.014146773,0.052060124,0.053934571,0.048629531,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,80
2021/7/19,1,0,0,0,0,0,1,0.057621574,0.050397878,0.063660477,0.046861185,0.062776304,0.01061008,0.049310345,0.052166225,0.045977011,0.026719717,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,33
2021/7/20,1,0,0,0,0,0,1,0.057267905,0.047745358,0.064544651,0.046861185,0.062776304,0.00795756,0.047214854,0.048629531,0.044208665,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,85
2021/7/21,1,0,0,0,0,0,1,0.059460654,0.050397878,0.068081344,0.046861185,0.062776304,0.008841733,0.049584439,0.052166225,0.045977011,0.026746242,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,17
2021/7/24,1,0,1,0,0,0,1,0.058373121,0.052166225,0.063660477,0.046861185,0.062776304,0.012378426,0.052298851,0.056587091,0.048629531,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,73
2021/7/25,1,1,0,0,0,0,1,0.059186561,0.053934571,0.066312997,0.046861185,0.062776304,0.012378426,0.054801061,0.056587091,0.050397878,0.026357206,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,80
2021/7/26,1,0,0,1,0,0,0,0.059168877,0.053934571,0.064544651,0.046861185,0.062776304,0.012378426,0.055075155,0.056587091,0.052166225,0.026383731,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,86
2021/7/27,1,0,0,0,0,1,0,0.057285588,0.053934571,0.063660477,0.046861185,0.063660477,0.015030946,0.053527851,0.055702918,0.050397878,0.026383731,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,67
2021/8/1,1,1,0,0,0,0,1,0.053916888,0.047745358,0.058355438,0.047745358,0.063660477,0.013262599,0.050026525,0.053934571,0.044208665,0.026436782,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,81
2021/8/2,1,0,0,0,0,0,1,0.052033599,0.044208665,0.060123784,0.047745358,0.063660477,0.011494253,0.044580018,0.047745358,0.040671972,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,123
2021/8/3,1,0,0,0,0,0,1,0.052236958,0.044208665,0.058355438,0.047745358,0.063660477,0.008841733,0.046472149,0.048629531,0.044208665,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,58
2021/8/4,1,0,0,0,0,0,1,0.05428824,0.045977011,0.063660477,0.047745358,0.063660477,0.01061008,0.048779841,0.052166225,0.045977011,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,128
2021/8/18,1,0,0,1,0,0,0,0.055499558,0.052166225,0.058355438,0.046861185,0.062776304,0.015915119,0.050654288,0.053934571,0.048629531,0.026516357,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,63
2021/8/19,1,0,0,0,0,1,0,0.054871795,0.050397878,0.058355438,0.046861185,0.062776304,0.014146773,0.051061008,0.053934571,0.047745358,0.026489832,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,110
2021/8/20,1,0,0,1,0,0,0,0.056454465,0.048629531,0.063660477,0.046861185,0.062776304,0.011494253,0.052608311,0.055702918,0.047745358,0.026595933,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,32
2021/8/21,1,0,1,0,0,0,1,0.057214854,0.047745358,0.064544651,0.046861185,0.062776304,0.00795756,0.052723254,0.056587091,0.047745358,0.026595933,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,173
2021/8/23,1,0,0,0,0,0,1,0.05806366,0.053934571,0.063660477,0.045977011,0.061892131,0.014146773,0.050176835,0.053934571,0.045977011,0.026825818,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,72
2021/8/25,1,0,0,0,1,0,0,0.054836428,0.050397878,0.061892131,0.045977011,0.061892131,0.013262599,0.050548187,0.053934571,0.048629531,0.026825818,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,102
2021/8/26,1,0,0,1,0,0,0,0.054553492,0.047745358,0.058355438,0.045977011,0.061892131,0.013262599,0.047780725,0.052166225,0.044208665,0.026595933,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,69
2021/8/27,1,0,0,0,0,1,0,0.052696729,0.045977011,0.058355438,0.045977011,0.061892131,0.015915119,0.047232538,0.050397878,0.044208665,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,116
2021/8/28,1,0,1,0,0,0,1,0.055349248,0.050397878,0.060123784,0.045977011,0.061892131,0.015030946,0.049186561,0.052166225,0.045977011,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,45
2021/8/29,1,1,0,0,0,1,0,0.054871795,0.052166225,0.056587091,0.045977011,0.061007958,0.013262599,0.050636605,0.053934571,0.047745358,0.026693192,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,36
2021/8/31,1,0,0,1,0,0,0,0.053474801,0.047745358,0.058355438,0.045092838,0.061007958,0.012378426,0.048868258,0.050397878,0.047745358,0.026852343,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,123
2021/9/1,1,0,0,1,0,0,0,0.054686118,0.052166225,0.056587091,0.045092838,0.061007958,0.00795756,0.047948718,0.050397878,0.045977011,0.026878868,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,94
2021/9/2,1,0,0,1,0,0,0,0.054270557,0.050397878,0.058355438,0.045092838,0.061007958,0.007073386,0.048054819,0.048629531,0.045977011,0.026852343,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,71
2021/9/4,1,0,1,0,0,0,1,0.053952255,0.050397878,0.060123784,0.045092838,0.060123784,0.014146773,0.048390805,0.050397878,0.045977011,0.026640141,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,44
2021/9/5,1,1,0,0,0,0,1,0.0544916,0.045977011,0.063660477,0.045092838,0.060123784,0.008841733,0.047948718,0.050397878,0.044208665,0.026719717,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,130
2021/9/6,1,0,0,0,0,0,1,0.056923077,0.047745358,0.066312997,0.045092838,0.060123784,0.006189213,0.050247569,0.053934571,0.047745358,0.026772767,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,142
2021/9/7,1,0,0,0,0,0,1,0.05913351,0.050397878,0.068081344,0.044208665,0.060123784,0.007073386,0.051025641,0.055702918,0.048629531,0.026746242,0.112290009,0.032714412,0.012378426,0.094606543,0.013262599,0.025641026,0.013262599,0.123784262,1,0.548187445,0.016799293,202
